Date,Open,High,Low,Close,Adj Close,Volume
2014-07-07,197.82000732421875,197.97999572753906,197.22000122070312,197.50999450683594,165.31857299804688,61696000
2014-07-08,197.14999389648438,197.22000122070312,195.75999450683594,196.24000549316406,164.255615234375,108143000
2014-07-09,196.72999572753906,197.3000030517578,196.30999755859375,197.1199951171875,164.9921112060547,72992000
2014-07-10,195.22000122070312,196.86000061035156,195.05999755859375,196.33999633789062,164.3392791748047,99040000
2014-07-11,196.22000122070312,196.75,195.77999877929688,196.61000061035156,164.56524658203125,64243000
2014-07-14,197.61000061035156,197.86000061035156,197.44000244140625,197.60000610351562,165.3939208984375,58658000
2014-07-15,197.72000122070312,198.10000610351562,196.36000061035156,197.22999572753906,165.08419799804688,111307000
2014-07-16,198.11000061035156,198.25999450683594,197.4199981689453,197.9600067138672,165.6952362060547,79986400
2014-07-17,197.35000610351562,198.10000610351562,195.42999267578125,195.7100067138672,163.81195068359375,145398000
2014-07-18,196.35000610351562,197.91000366210938,196.24000549316406,197.7100067138672,165.48599243164062,124330000
2014-07-21,197.08999633789062,197.5,196.42999267578125,197.33999633789062,165.17626953125,67592000
2014-07-22,198.00999450683594,198.55999755859375,197.8699951171875,198.1999969482422,165.8961181640625,67678000
2014-07-23,198.5,198.85000610351562,198.10000610351562,198.63999938964844,166.26434326171875,65612000
2014-07-24,198.8300018310547,199.05999755859375,198.4499969482422,198.64999389648438,166.2727813720703,56888000
2014-07-25,198.08999633789062,198.25999450683594,197.3300018310547,197.72000122070312,165.494384765625,76837000
2014-07-28,197.75999450683594,198.08999633789062,196.6199951171875,197.8000030517578,165.56130981445312,69259000
2014-07-29,198.1699981689453,198.4499969482422,196.9199981689453,196.9499969482422,164.849853515625,80466000
2014-07-30,197.64999389648438,197.91000366210938,196.16000366210938,196.97999572753906,164.8749237060547,104222000
2014-07-31,195.61000061035156,195.77999877929688,192.97000122070312,193.08999633789062,161.61895751953125,183479000
2014-08-01,192.55999755859375,193.75999450683594,191.57000732421875,192.5,161.12510681152344,189261000
2014-08-04,192.8699951171875,194.3000030517578,192.0500030517578,193.88999938964844,162.28860473632812,91340000
2014-08-05,193.10000610351562,193.60000610351562,191.30999755859375,192.00999450683594,160.71498107910156,152690000
2014-08-06,191.11000061035156,192.88999938964844,191.0800018310547,192.07000732421875,160.7653045654297,94818000
2014-08-07,192.94000244140625,193.1300048828125,190.5500030517578,191.02999877929688,159.89476013183594,135733000
2014-08-08,191.4600067138672,193.3699951171875,190.9499969482422,193.24000549316406,161.7445526123047,117014000
2014-08-11,193.97000122070312,194.66000366210938,193.7100067138672,193.8000030517578,162.2133026123047,74544000
2014-08-12,193.61000061035156,194.14999389648438,192.94000244140625,193.52999877929688,161.98724365234375,73632000
2014-08-13,194.2899932861328,195.05999755859375,193.9600067138672,194.83999633789062,163.08375549316406,69047000
2014-08-14,195.16000366210938,195.75999450683594,194.97999572753906,195.75999450683594,163.85377502441406,57371000
2014-08-15,196.47000122070312,196.64999389648438,194.30999755859375,195.72000122070312,163.8203125,139951000
2014-08-18,196.8000030517578,197.4499969482422,196.69000244140625,197.36000061035156,165.19300842285156,75424000
2014-08-19,197.83999633789062,198.5399932861328,197.44000244140625,198.38999938964844,166.05514526367188,59135000
2014-08-20,198.1199951171875,199.16000366210938,198.0800018310547,198.9199981689453,166.49880981445312,72763000
2014-08-21,199.08999633789062,199.75999450683594,198.92999267578125,199.5,166.9842529296875,67791000
2014-08-22,199.33999633789062,199.69000244140625,198.74000549316406,199.19000244140625,166.72474670410156,76107000
